

|Skills        |Country     |   n| mean|Job                       |
|git           |Sweden      |   1|   83|Data Scientist            |
|atlassian     |Belgium     |   2|   83|Business Analyst          |
|unify         |Poland      |   1|   83|Software Engineer         |
|swift         |Spain       |   1|   83|Data Scientist            |
|ssrs          |France      |   1|   83|Data Scientist            |
|spreadsheet   |Romania     |   1|   83|Data Scientist            |
|sap           |Finland     |   1|   83|Data Scientist            |
|phoenix       |Portugal    |   1|   83|Data Engineer             |
|oracle        |Finland     |   1|   83|Data Scientist            |
|microstrategy |France      |   1|   83|Data Scientist            |
|matlab        |Ireland     |   1|   83|Data Analyst              |
|mariadb       |Romania     |   1|   83|Data Scientist            |
|keras         |Sweden      |   1|   83|Machine Learning Engineer |
|julia         |Ireland     |   1|   83|Data Analyst              |
|html          |Portugal    |   1|   83|Data Analyst              |
|alteryx       |France      |   2|   83|Data Analyst              |
|alteryx       |France      |   2|   83|Data Scientist            |
|excel         |Belgium     |   6|   83|Data Analyst              |
|oracle        |Italy       |   5|   82|Business Analyst          |
|oracle        |Italy       |   5|   82|Data Engineer             |
|oracle        |Italy       |   5|   82|Data Analyst              |
|powerpoint    |Spain       |   2|   82|Business Analyst          |
|powerpoint    |Spain       |   2|   82|Data Analyst              |
|jira          |Hungary     |   2|   82|Data Analyst              |
|jira          |Hungary     |   2|   82|Data Scientist            |
|elasticsearch |Poland      |   3|   81|Software Engineer         |
|elasticsearch |Poland      |   3|   81|Machine Learning Engineer |
|elasticsearch |Poland      |   3|   81|Data Engineer             |
|qlik          |Belgium     |   3|   81|Business Analyst          |
|qlik          |Belgium     |   3|   81|Software Engineer         |
|bitbucket     |Germany     |   3|   81|Cloud Engineer            |
|bitbucket     |Germany     |   3|   81|Data Engineer             |
|bash          |Germany     |   3|   81|Data Engineer             |
|bash          |Germany     |   3|   81|Cloud Engineer            |
|bash          |Netherlands |   3|   80|Machine Learning Engineer |
|bash          |Netherlands |   3|   80|Data Engineer             |
|sas           |France      |  14|   80|Machine Learning Engineer |
|sas           |France      |  14|   80|Senior Data Scientist     |
|sas           |France      |  14|   80|Data Analyst              |
|sas           |France      |  14|   80|Data Scientist            |
|excel         |Italy       |   6|   79|Business Analyst          |
|excel         |Italy       |   6|   79|Data Scientist            |
|excel         |Italy       |   6|   79|Data Analyst              |
|excel         |Italy       |   6|   79|Software Engineer         |
|matlab        |Belgium     |   5|   78|Machine Learning Engineer |
|matlab        |Belgium     |   5|   78|Software Engineer         |
|matlab        |Spain       |   3|   78|Data Analyst              |
|matlab        |Spain       |   3|   78|Senior Data Analyst       |
|matlab        |Spain       |   3|   78|Data Scientist            |
|word          |Poland      |   3|   78|Data Analyst              |
|word          |Poland      |   3|   78|Data Engineer             |
|redshift      |Finland     |   1|   77|Software Engineer         |
|redis         |Finland     |   1|   77|Software Engineer         |
|postgresql    |Finland     |   1|   77|Software Engineer         |
|node.js       |Finland     |   1|   77|Software Engineer         |
|javascript    |Finland     |   1|   77|Software Engineer         |
|golang        |Finland     |   1|   77|Software Engineer         |
|elasticsearch |Finland     |   1|   77|Software Engineer         |
|excel         |Poland      |  24|   77|Data Analyst              |
|excel         |Poland      |  24|   77|Data Scientist            |
|excel         |Poland      |  24|   77|Business Analyst          |
|excel         |Poland      |  24|   77|Senior Data Scientist     |
|excel         |Poland      |  24|   77|Senior Data Analyst       |
|jenkins       |Poland      |   9|   77|Machine Learning Engineer |
|jenkins       |Poland      |   9|   77|Data Engineer             |
|jenkins       |Poland      |   9|   77|Software Engineer         |
|jenkins       |Poland      |   9|   77|Senior Data Scientist     |
|jenkins       |Poland      |   9|   77|Senior Data Engineer      |
|jenkins       |Poland      |   9|   77|Data Analyst              |
|sheets        |Hungary     |   3|   77|Data Analyst              |
|sheets        |Hungary     |   3|   77|Data Scientist            |
|nosql         |Sweden      |   2|   77|Data Engineer             |
|nosql         |Sweden      |   2|   77|Business Analyst          |
|qlik          |Sweden      |   2|   77|Business Analyst          |
|qlik          |Sweden      |   2|   77|Data Analyst              |
|html          |Netherlands |   1|   77|Data Analyst              |
|css           |Netherlands |   1|   77|Data Analyst              |
|powerpoint    |Portugal    |   3|   76|Business Analyst          |
|powerpoint    |Portugal    |   3|   76|Software Engineer         |
|powerpoint    |Portugal    |   3|   76|Data Analyst              |
|excel         |Romania     |   6|   75|Data Analyst              |
|excel         |Romania     |   6|   75|Data Scientist            |
|vba           |Romania     |   3|   75|Data Analyst              |
|word          |Hungary     |   1|   75|Data Analyst              |
|word          |Finland     |   1|   75|Data Analyst              |
|vue.js        |France      |   1|   75|Machine Learning Engineer |
|visio         |Finland     |   1|   75|Data Analyst              |
|tableau       |Denmark     |   2|   75|Data Analyst              |
|svn           |Italy       |   1|   75|Senior Data Scientist     |
|spss          |Portugal    |   1|   75|Data Analyst              |
|seaborn       |Portugal    |   1|   75|Data Scientist            |
|sas           |Portugal    |   2|   75|Data Analyst              |
|sap           |Greece      |   1|   75|Data Engineer             |
|react         |Denmark     |   1|   75|Data Analyst              |
|r             |Denmark     |   2|   75|Data Analyst              |
|qlik          |Ireland     |   1|   75|Data Analyst              |
|powerpoint    |Hungary     |   1|   75|Data Analyst              |
|powerpoint    |Finland     |   1|   75|Data Analyst              |
|power bi      |Denmark     |   2|   75|Data Analyst              |
|plotly        |Portugal    |   1|   75|Data Scientist            |
|neo4j         |Belgium     |   1|   75|Machine Learning Engineer |
|keras         |Netherlands |   1|   75|Senior Data Scientist     |
|jira          |Denmark     |   1|   75|Data Analyst              |
|javascript    |Denmark     |   1|   75|Data Analyst              |
|html          |Denmark     |   1|   75|Data Analyst              |
|github        |Italy       |   1|   75|Senior Data Scientist     |
|fastapi       |Portugal    |   1|   75|Data Scientist            |
|dax           |Greece      |   1|   75|Data Analyst              |
|css           |Denmark     |   1|   75|Data Analyst              |
|confluence    |Denmark     |   1|   75|Data Analyst              |
|angular       |France      |   1|   75|Machine Learning Engineer |
|alteryx       |Greece      |   1|   75|Senior Data Scientist     |
|no-sql        |Italy       |   1|   74|Data Scientist            |
|gitlab        |Poland      |   1|   74|Machine Learning Engineer |
|jupyter       |Portugal    |   2|   74|Data Analyst              |
|jupyter       |Portugal    |   2|   74|Data Scientist            |
|go            |Belgium     |   9|   73|Senior Data Engineer      |
|go            |Belgium     |   9|   73|Data Analyst              |
|go            |Belgium     |   9|   73|Data Engineer             |
|confluence    |Hungary     |   1|   72|Data Scientist            |
|matlab        |Hungary     |   1|   72|Data Scientist            |
|oracle        |Greece      |   4|   71|Data Engineer             |
|oracle        |Greece      |   4|   71|Senior Data Scientist     |
|mongodb       |Netherlands |   2|   71|Machine Learning Engineer |
|ansible       |Netherlands |   1|   71|Machine Learning Engineer |
|c++           |Belgium     |   2|   69|Machine Learning Engineer |
|c++           |Belgium     |   2|   69|Software Engineer         |
|keras         |Romania     |   2|   68|Software Engineer         |
|keras         |Romania     |   2|   68|Machine Learning Engineer |
|cognos        |Portugal    |   2|   68|Data Engineer             |
|cognos        |Portugal    |   2|   68|Data Analyst              |
|yarn          |Poland      |   2|   68|Data Engineer             |
|yarn          |Poland      |   2|   68|Senior Data Engineer      |
|unity         |Spain       |   1|   67|Software Engineer         |
|solidity      |Spain       |   1|   67|Software Engineer         |
|vue           |Greece      |   2|   67|Software Engineer         |
|react         |Greece      |   2|   67|Software Engineer         |
|linux         |Romania     |   2|   67|Software Engineer         |
|javascript    |Greece      |   2|   67|Software Engineer         |
|html          |Greece      |   2|   67|Software Engineer         |
|css           |Greece      |   2|   67|Software Engineer         |
|angular       |Greece      |   2|   67|Software Engineer         |
